Sp  Age     0     1     2  Tot sp      0     1     2  T.Sit 0       0     1     2  T.Sit 1  Disp.Med.  Cant.Disp.
 0   27  2402  2580  3244    8226   1327  1580  1893    4800     1075  1000  1351    3426              0           0
 0   28  4352  2386  3013    9751   2329  1467  1760    5556     2023   919  1253    4195              0           0
 0   29  4161  2620  3362   10143   2223  1591  1965    5779     1938  1029  1397    4364             20        1768
 0   30  2821  2701  2938    8460   1530  1630  1740    4900     1291  1071  1198    3560             19        1688
 0   31  2395  2498  2733    7626   1402  1525  1614    4541      993   973  1119    3085              0           0
 0   32  4114  2294  2515    8923   2347  1412  1497    5256     1767   882  1018    3667              0           0
 0   33  3862  2614  2798    9274   2067  1558  1709    5334     1795  1056  1089    3940             19        1690
 0   34  2633  2722  2913    8268   1433  1612  1769    4814     1200  1110  1144    3454             18        1542
 0   35  2233  2493  2722    7448   1303  1482  1655    4440      930  1011  1067    3008              0           0
 0   36  3939  2309  2547    8795   2241  1380  1557    5178     1698   929   990    3617              0           0
 0   37  3819  2535  2881    9235   2019  1547  1747    5313     1800   988  1134    3922             19        1570
 0   38  2607  2585  3016    8208   1386  1564  1827    4777     1221  1021  1189    3431             19        1631
 0   39  2211  2376  2803    7390   1292  1452  1709    4453      919   924  1094    2937              0           0
 0   40  3984  2202  2506    8692   2178  1353  1531    5062     1806   849   975    3630              0           0
 0   41  3839  2389  2876    9104   2041  1474  1755    5270     1798   915  1121    3834             18        1609
 0   42  2653  2463  3014    8130   1408  1497  1833    4738     1245   966  1181    3392             18        1563
 0   43  2229  2273  2788    7290   1273  1379  1698    4350      956   894  1090    2940              0           0
 0   44  3963  2064  2517    8544   2193  1261  1531    4985     1770   803   986    3559              0           0
 0   45  3737  2349  2807    8893   2017  1393  1714    5124     1720   956  1093    3769             19        1644
 0   46  2555  2462  2900    7917   1390  1444  1783    4617     1165  1018  1117    3300             18        1582
 0   47  2128  2268  2650    7046   1283  1343  1641    4267      845   925  1009    2779              0           0
 0   48  3851  2092  2445    8388   2201  1248  1506    4955     1650   844   939    3433              0           0
 0   49  3780  2344  2747    8871   2037  1442  1664    5143     1743   902  1083    3728             18        1554
 0   50  2624  2451  2757    7832   1428  1504  1671    4603     1196   947  1086    3229             18        1589
 0   51  2221  2244  2526    6991   1290  1383  1536    4209      931   861   990    2782              0           0
 0   52  3963  2073  2347    8383   2208  1283  1439    4930     1755   790   908    3453              0           0
 0   53  3788  2401  2657    8846   2016  1466  1614    5096     1772   935  1043    3750             18        1602
 0   54  2634  2483  2756    7873   1422  1501  1660    4583     1212   982  1096    3290             19        1519
 0   55  2206  2264  2545    7015   1301  1396  1542    4239      905   868  1003    2776              0           0
 0   56  4009  2072  2401    8482   2307  1291  1462    5060     1702   781   939    3422              0           0
 0   57  3789  2350  2660    8799   2067  1429  1645    5141     1722   921  1015    3658             18        1615
 0   58  2550  2482  2726    7758   1422  1487  1673    4582     1128   995  1053    3176             20        1500
 0   59  2160  2282  2477    6919   1303  1373  1533    4209      857   909   944    2710              0           0
 0   60  3856  2088  2321    8265   2180  1256  1437    4873     1676   832   884    3392              0           0
 0   61  3662  2416  2618    8696   1903  1460  1627    4990     1759   956   991    3706             17        1567
 0   62  2531  2472  2705    7708   1337  1506  1683    4526     1194   966  1022    3182             19        1492
 0   63  2173  2269  2480    6922   1240  1398  1550    4188      933   871   930    2734              0           0
 0   64  3884  2095  2310    8289   2197  1306  1442    4945     1687   789   868    3344              0           0
 0   65  3803  2357  2579    8739   2000  1442  1597    5039     1803   915   982    3700             18        1632
 0   66  2632  2429  2697    7758   1402  1502  1657    4561     1230   927  1040    3197             21        1564
 0   67  2233  2229  2442    6904   1301  1383  1503    4187      932   846   939    2717              0           0
 0   68  3919  2054  2271    8244   2219  1279  1404    4902     1700   775   867    3342              0           0
 0   69  3699  2340  2609    8648   1976  1430  1635    5041     1723   910   974    3607             21        1536
 0   70  2594  2495  2676    7765   1386  1529  1670    4585     1208   966  1006    3180             21        1538
 0   71  2209  2327  2464    7000   1257  1437  1542    4236      952   890   922    2764              0           0
 0   72  3979  2162  2303    8444   2209  1341  1452    5002     1770   821   851    3442              0           0
 0   73  3781  2432  2622    8835   2010  1484  1645    5139     1771   948   977    3696             18        1611
 0   74  2606  2510  2666    7782   1406  1491  1660    4557     1200  1019  1006    3225             18        1568
 0   75  2225  2302  2433    6960   1278  1369  1512    4159      947   933   921    2801              0           0
 0   76  3954  2131  2270    8355   2219  1294  1417    4930     1735   837   853    3425              0           0
 0   77  3820  2372  2622    8814   2067  1432  1640    5139     1753   940   982    3675             21        1595
 0   78  2688  2479  2711    7878   1443  1483  1684    4610     1245   996  1027    3268             18        1562
 0   79  2291  2277  2489    7057   1334  1379  1556    4269      957   898   933    2788              0           0
 0   80  4037  2081  2317    8435   2281  1261  1447    4989     1756   820   870    3446              0           0
 0   81  3794  2412  2614    8820   2014  1449  1634    5097     1780   963   980    3723             19        1609
 0   82  2603  2543  2685    7831   1428  1531  1662    4621     1175  1012  1023    3210             18        1515
 0   83  2223  2323  2461    7007   1309  1406  1538    4253      914   917   923    2754              0           0
 0   84  3833  2149  2281    8263   2197  1309  1426    4932     1636   840   855    3331              0           0
 0   85  3710  2448  2606    8764   2008  1495  1616    5119     1702   953   990    3645             19        1527
 0   86  2536  2556  2664    7756   1397  1537  1648    4582     1139  1019  1016    3174             20        1487
 0   87  2142  2347  2464    6953   1271  1427  1527    4225      871   920   937    2728              0           0
 0   88  3911  2160  2274    8345   2181  1318  1431    4930     1730   842   843    3415              0           0
 0   89  3764  2379  2562    8705   2036  1489  1601    5126     1728   890   961    3579             17        1565
 0   90  2570  2480  2684    7734   1373  1526  1655    4554     1197   954  1029    3180             18        1621
 0   91  2200  2273  2489    6962   1264  1410  1536    4210      936   863   953    2752              0           0
 0   92  3878  2082  2313    8273   2226  1291  1444    4961     1652   791   869    3312              0           0
 0   93  3752  2372  2658    8782   2049  1460  1656    5165     1703   912  1002    3617             20        1588
 0   94  2601  2480  2723    7804   1466  1492  1685    4643     1135   988  1038    3161             20        1511
 0   95  2232  2276  2498    7006   1348  1386  1554    4288      884   890   944    2718              0           0
 0   96  3861  2082  2311    8254   2181  1263  1453    4897     1680   819   858    3357              0           0
 0   97  3714  2409  2574    8697   2046  1454  1625    5125     1668   955   949    3572             20        1501
 0   98  2504  2544  2657    7705   1369  1526  1660    4555     1135  1018   997    3150             18        1563
 0   99  2126  2328  2450    6904   1258  1401  1537    4196      868   927   913    2708              0           0
 0  100  3785  2153  2263    8201   2195  1312  1421    4928     1590   841   842    3273              0           0
 0  101  3718  2348  2601    8667   2046  1418  1639    5103     1672   930   962    3564             17        1508
 0  102  2595  2463  2655    7713   1441  1471  1684    4596     1154   992   971    3117             19        1535
 0  103  2187  2279  2443    6909   1317  1379  1558    4254      870   900   885    2655              0           0
 0  104  3841  2086  2273    8200   2256  1266  1452    4974     1585   820   821    3226              0           0
 0  105  3809  2362  2587    8758   2087  1464  1633    5184     1722   898   954    3574             16        1542
 0  106  2626  2468  2665    7759   1451  1523  1674    4648     1175   945   991    3111             17        1600
 0  107  2255  2267  2457    6979   1331  1397  1556    4284      924   870   901    2695              0           0
 0  108  4033  2071  2282    8386   2271  1291  1458    5020     1762   780   824    3366              0           0
 0  109  3856  2434  2548    8838   2053  1525  1612    5190     1803   909   936    3648             17        1651
 0  110  2658  2541  2638    7837   1392  1552  1674    4618     1266   989   964    3219             19        1571
 0  111  2267  2334  2418    7019   1279  1419  1524    4222      988   915   894    2797              0           0
 0  112  3946  2140  2248    8334   2246  1311  1419    4976     1700   829   829    3358              0           0
 0  113  3762  2416  2566    8744   2047  1470  1621    5138     1715   946   945    3606             20        1588
 0  114  2583  2504  2685    7772   1437  1482  1699    4618     1146  1022   986    3154             18        1514
 0  115  2205  2294  2468    6967   1317  1370  1572    4259      888   924   896    2708              0           0
 0  116  3922  2108  2284    8314   2246  1268  1452    4966     1676   840   832    3348              0           0
 0  117  3726  2363  2628    8717   1984  1449  1664    5097     1742   914   964    3620             19        1594
 0  118  2559  2478  2703    7740   1386  1510  1697    4593     1173   968  1006    3147             20        1533
 0  119  2171  2271  2477    6919   1279  1392  1554    4225      892   879   923    2694              0           0
 0  120  3874  2084  2299    8257   2197  1280  1462    4939     1677   804   837    3318              0           0
 0  121  3819  2356  2579    8754   2105  1450  1625    5180     1714   906   954    3574             19        1529
 0  122  2588  2473  2669    7730   1402  1519  1660    4581     1186   954  1009    3149             21        1540
 0  123  2201  2271  2468    6940   1285  1403  1537    4225      916   868   931    2715              0           0
 0  124  4001  2081  2290    8372   2300  1289  1435    5024     1701   792   855    3348              0           0
 0  125  3791  2319  2606    8716   2030  1413  1645    5088     1761   906   961    3628             20        1574
 0  126  2582  2443  2684    7709   1385  1480  1673    4538     1197   963  1011    3171             21        1553
 0  127  2180  2256  2475    6911   1275  1376  1538    4189      905   880   937    2722              0           0
 0  128  3965  2071  2305    8341   2254  1259  1435    4948     1711   812   870    3393              0           0
 0  129  3704  2467  2575    8746   1993  1523  1592    5108     1711   944   983    3638             18        1585
 0  130  2636  2456  2699    7791   1450  1488  1667    4605     1186   968  1032    3186             17        1594
 0  131  2235  2256  2482    6973   1327  1363  1546    4236      908   893   936    2737              0           0
 0  132  3936  2083  2308    8327   2236  1267  1434    4937     1700   816   874    3390              0           0
 0  133  3734  2392  2610    8736   2003  1473  1630    5106     1731   919   980    3630             20        1585
 0  134  2578  2445  2692    7715   1382  1498  1656    4536     1196   947  1036    3179             19        1565
 0  135  2194  2260  2482    6936   1266  1383  1540    4189      928   877   942    2747              0           0
 0  136  3864  2085  2311    8260   2173  1277  1435    4885     1691   808   876    3375              0           0
 0  137  3663  2336  2654    8653   1960  1427  1642    5029     1703   909  1012    3624             20        1578
 0  138  2528  2450  2686    7664   1353  1480  1668    4501     1175   970  1018    3163             18        1498
 0  139  2163  2281  2465    6909   1246  1385  1534    4165      917   896   931    2744              0           0
 0  140  3818  2088  2289    8195   2155  1272  1436    4863     1663   816   853    3332              0           0
 0  141  3678  2371  2613    8662   1973  1446  1629    5048     1705   925   984    3614             18        1531
 0  142  2544  2453  2696    7693   1403  1478  1691    4572     1141   975  1005    3121             17        1469
 0  143  2164  2268  2488    6920   1290  1357  1561    4208      874   911   927    2712              0           0
 0  144  3808  2091  2307    8206   2174  1254  1441    4869     1634   837   866    3337              0           0
 0  145  3749  2285  2660    8694   2007  1353  1646    5006     1742   932  1014    3688             19        1570
 0  146  2561  2419  2755    7735   1394  1413  1705    4512     1167  1006  1050    3223             20        1509
 0  147  2171  2227  2535    6933   1278  1305  1574    4157      893   922   961    2776              0           0
